INSTANCE;SEMILLA;Z;TIME
A173-P170-R5-B8-L5-T14-C0.1;8355;40;6
A173-P170-R5-B8-L5-T14-C0.1;3717;40;5
A173-P170-R5-B8-L5-T14-C0.1;5877;40;6
A173-P170-R5-B8-L5-T14-C0.1;2829;40;5
A173-P170-R5-B8-L5-T14-C0.1;2339;40;4
A173-P170-R5-B8-L5-T14-C0.1;9845;40;5
A173-P170-R5-B8-L5-T14-C0.1;233;40;4
A173-P170-R5-B8-L5-T14-C0.1;4263;40;5
A173-P170-R5-B8-L5-T14-C0.1;2618;40;6
A173-P170-R5-B8-L5-T14-C0.1;9965;40;5
A173-P170-R5-B8-L5-T14-C0.1;1624;40;5
A173-P170-R5-B8-L5-T14-C0.1;5707;40;4
A173-P170-R5-B8-L5-T14-C0.1;2842;40;5
A173-P170-R5-B8-L5-T14-C0.1;130;40;5
A173-P170-R5-B8-L5-T14-C0.1;252;40;5
A173-P170-R5-B8-L5-T14-C0.1;9914;40;4
A173-P170-R5-B8-L5-T14-C0.1;8323;40;5
A173-P170-R5-B8-L5-T14-C0.1;9375;40;5
A173-P170-R5-B8-L5-T14-C0.1;4363;40;5
A173-P170-R5-B8-L5-T14-C0.1;2499;40;5
A173-P170-R5-B8-L5-T14-C0.1;2877;40;5
A173-P170-R5-B8-L5-T14-C0.1;5989;40;5
A173-P170-R5-B8-L5-T14-C0.1;1850;40;5
A173-P170-R5-B8-L5-T14-C0.1;5917;40;5
A173-P170-R5-B8-L5-T14-C0.1;7847;40;8
A173-P170-R5-B8-L5-T14-C0.2;8355;41;5
A173-P170-R5-B8-L5-T14-C0.2;3717;41;5
A173-P170-R5-B8-L5-T14-C0.2;5877;41;6
A173-P170-R5-B8-L5-T14-C0.2;2829;41;7
A173-P170-R5-B8-L5-T14-C0.2;2339;41;7
A173-P170-R5-B8-L5-T14-C0.2;9845;41;6
A173-P170-R5-B8-L5-T14-C0.2;233;41;5
A173-P170-R5-B8-L5-T14-C0.2;4263;41;6
A173-P170-R5-B8-L5-T14-C0.2;2618;41;5
A173-P170-R5-B8-L5-T14-C0.2;9965;41;5
A173-P170-R5-B8-L5-T14-C0.2;1624;41;6
A173-P170-R5-B8-L5-T14-C0.2;5707;41;5
A173-P170-R5-B8-L5-T14-C0.2;2842;41;6
A173-P170-R5-B8-L5-T14-C0.2;130;41;6
A173-P170-R5-B8-L5-T14-C0.2;252;41;5
A173-P170-R5-B8-L5-T14-C0.2;9914;41;5
A173-P170-R5-B8-L5-T14-C0.2;8323;41;5
A173-P170-R5-B8-L5-T14-C0.2;9375;41;6
A173-P170-R5-B8-L5-T14-C0.2;4363;41;5
A173-P170-R5-B8-L5-T14-C0.2;2499;41;5
A173-P170-R5-B8-L5-T14-C0.2;2877;41;5
A173-P170-R5-B8-L5-T14-C0.2;5989;41;5
A173-P170-R5-B8-L5-T14-C0.2;1850;41;5
A173-P170-R5-B8-L5-T14-C0.2;5917;41;6
A173-P170-R5-B8-L5-T14-C0.2;7847;41;5
A173-P170-R5-B8-L5-T14-C0.3;8355;10063;5
A173-P170-R5-B8-L5-T14-C0.3;3717;10063;7
A173-P170-R5-B8-L5-T14-C0.3;5877;10065;5
A173-P170-R5-B8-L5-T14-C0.3;2829;10063;5
A173-P170-R5-B8-L5-T14-C0.3;2339;10064;5
A173-P170-R5-B8-L5-T14-C0.3;9845;10064;5
A173-P170-R5-B8-L5-T14-C0.3;233;10064;5
A173-P170-R5-B8-L5-T14-C0.3;4263;10064;6
A173-P170-R5-B8-L5-T14-C0.3;2618;10064;5
A173-P170-R5-B8-L5-T14-C0.3;9965;10064;5
A173-P170-R5-B8-L5-T14-C0.3;1624;10064;5
A173-P170-R5-B8-L5-T14-C0.3;5707;10064;4
A173-P170-R5-B8-L5-T14-C0.3;2842;10064;5
A173-P170-R5-B8-L5-T14-C0.3;130;10064;6
A173-P170-R5-B8-L5-T14-C0.3;252;10064;6
A173-P170-R5-B8-L5-T14-C0.3;9914;10063;5
A173-P170-R5-B8-L5-T14-C0.3;8323;10065;5
A173-P170-R5-B8-L5-T14-C0.3;9375;10064;6
A173-P170-R5-B8-L5-T14-C0.3;4363;10063;5
A173-P170-R5-B8-L5-T14-C0.3;2499;10063;5
A173-P170-R5-B8-L5-T14-C0.3;2877;10064;4
A173-P170-R5-B8-L5-T14-C0.3;5989;10064;6
A173-P170-R5-B8-L5-T14-C0.3;1850;10064;5
A173-P170-R5-B8-L5-T14-C0.3;5917;10063;5
A173-P170-R5-B8-L5-T14-C0.3;7847;10065;5
A173-P170-R6-B7-L5-T14-C0.1;8355;21;6
A173-P170-R6-B7-L5-T14-C0.1;3717;21;8
A173-P170-R6-B7-L5-T14-C0.1;5877;21;8
A173-P170-R6-B7-L5-T14-C0.1;2829;21;6
A173-P170-R6-B7-L5-T14-C0.1;2339;21;6
A173-P170-R6-B7-L5-T14-C0.1;9845;21;6
A173-P170-R6-B7-L5-T14-C0.1;233;21;7
A173-P170-R6-B7-L5-T14-C0.1;4263;21;6
A173-P170-R6-B7-L5-T14-C0.1;2618;21;6
A173-P170-R6-B7-L5-T14-C0.1;9965;21;7
A173-P170-R6-B7-L5-T14-C0.1;1624;21;6
A173-P170-R6-B7-L5-T14-C0.1;5707;21;7
A173-P170-R6-B7-L5-T14-C0.1;2842;21;6
A173-P170-R6-B7-L5-T14-C0.1;130;21;6
A173-P170-R6-B7-L5-T14-C0.1;252;21;7
A173-P170-R6-B7-L5-T14-C0.1;9914;21;6
A173-P170-R6-B7-L5-T14-C0.1;8323;21;7
A173-P170-R6-B7-L5-T14-C0.1;9375;21;6
A173-P170-R6-B7-L5-T14-C0.1;4363;21;7
A173-P170-R6-B7-L5-T14-C0.1;2499;21;6
A173-P170-R6-B7-L5-T14-C0.1;2877;21;6
A173-P170-R6-B7-L5-T14-C0.1;5989;21;8
A173-P170-R6-B7-L5-T14-C0.1;1850;21;6
A173-P170-R6-B7-L5-T14-C0.1;5917;21;8
A173-P170-R6-B7-L5-T14-C0.1;7847;21;7
A173-P170-R6-B7-L5-T14-C0.2;8355;52;6
A173-P170-R6-B7-L5-T14-C0.2;3717;52;6
A173-P170-R6-B7-L5-T14-C0.2;5877;52;6
A173-P170-R6-B7-L5-T14-C0.2;2829;52;7
A173-P170-R6-B7-L5-T14-C0.2;2339;52;7
A173-P170-R6-B7-L5-T14-C0.2;9845;52;8
A173-P170-R6-B7-L5-T14-C0.2;233;52;6
A173-P170-R6-B7-L5-T14-C0.2;4263;52;6
A173-P170-R6-B7-L5-T14-C0.2;2618;52;6
A173-P170-R6-B7-L5-T14-C0.2;9965;52;6
A173-P170-R6-B7-L5-T14-C0.2;1624;52;6
A173-P170-R6-B7-L5-T14-C0.2;5707;52;7
A173-P170-R6-B7-L5-T14-C0.2;2842;52;6
A173-P170-R6-B7-L5-T14-C0.2;130;52;7
A173-P170-R6-B7-L5-T14-C0.2;252;52;9
A173-P170-R6-B7-L5-T14-C0.2;9914;52;6
A173-P170-R6-B7-L5-T14-C0.2;8323;52;6
A173-P170-R6-B7-L5-T14-C0.2;9375;52;6
A173-P170-R6-B7-L5-T14-C0.2;4363;52;7
A173-P170-R6-B7-L5-T14-C0.2;2499;52;6
A173-P170-R6-B7-L5-T14-C0.2;2877;52;6
A173-P170-R6-B7-L5-T14-C0.2;5989;52;7
A173-P170-R6-B7-L5-T14-C0.2;1850;52;6
A173-P170-R6-B7-L5-T14-C0.2;5917;52;6
A173-P170-R6-B7-L5-T14-C0.2;7847;52;6
A173-P170-R6-B7-L5-T14-C0.3;8355;10032;6
A173-P170-R6-B7-L5-T14-C0.3;3717;10032;6
A173-P170-R6-B7-L5-T14-C0.3;5877;10032;6
A173-P170-R6-B7-L5-T14-C0.3;2829;10032;6
A173-P170-R6-B7-L5-T14-C0.3;2339;10032;5
A173-P170-R6-B7-L5-T14-C0.3;9845;10032;7
A173-P170-R6-B7-L5-T14-C0.3;233;10032;6
A173-P170-R6-B7-L5-T14-C0.3;4263;10032;6
A173-P170-R6-B7-L5-T14-C0.3;2618;10032;6
A173-P170-R6-B7-L5-T14-C0.3;9965;10032;6
A173-P170-R6-B7-L5-T14-C0.3;1624;10032;6
A173-P170-R6-B7-L5-T14-C0.3;5707;10032;6
A173-P170-R6-B7-L5-T14-C0.3;2842;10032;6
A173-P170-R6-B7-L5-T14-C0.3;130;10032;6
A173-P170-R6-B7-L5-T14-C0.3;252;10032;6
A173-P170-R6-B7-L5-T14-C0.3;9914;10032;6
A173-P170-R6-B7-L5-T14-C0.3;8323;10032;6
A173-P170-R6-B7-L5-T14-C0.3;9375;10032;6
A173-P170-R6-B7-L5-T14-C0.3;4363;10032;6
A173-P170-R6-B7-L5-T14-C0.3;2499;10032;6
A173-P170-R6-B7-L5-T14-C0.3;2877;10032;6
A173-P170-R6-B7-L5-T14-C0.3;5989;10032;6
A173-P170-R6-B7-L5-T14-C0.3;1850;10032;6
A173-P170-R6-B7-L5-T14-C0.3;5917;10032;6
A173-P170-R6-B7-L5-T14-C0.3;7847;10032;6
A173-P170-R6-B9-L4-T14-C0.1;8355;76;5
A173-P170-R6-B9-L4-T14-C0.1;3717;76;5
A173-P170-R6-B9-L4-T14-C0.1;5877;76;7
A173-P170-R6-B9-L4-T14-C0.1;2829;76;6
A173-P170-R6-B9-L4-T14-C0.1;2339;76;5
A173-P170-R6-B9-L4-T14-C0.1;9845;76;5
A173-P170-R6-B9-L4-T14-C0.1;233;76;5
A173-P170-R6-B9-L4-T14-C0.1;4263;76;5
A173-P170-R6-B9-L4-T14-C0.1;2618;76;5
A173-P170-R6-B9-L4-T14-C0.1;9965;76;6
A173-P170-R6-B9-L4-T14-C0.1;1624;76;5
A173-P170-R6-B9-L4-T14-C0.1;5707;76;5
A173-P170-R6-B9-L4-T14-C0.1;2842;76;5
A173-P170-R6-B9-L4-T14-C0.1;130;76;5
A173-P170-R6-B9-L4-T14-C0.1;252;76;5
A173-P170-R6-B9-L4-T14-C0.1;9914;76;5
A173-P170-R6-B9-L4-T14-C0.1;8323;76;5
A173-P170-R6-B9-L4-T14-C0.1;9375;76;5
A173-P170-R6-B9-L4-T14-C0.1;4363;76;5
A173-P170-R6-B9-L4-T14-C0.1;2499;76;5
A173-P170-R6-B9-L4-T14-C0.1;2877;76;5
A173-P170-R6-B9-L4-T14-C0.1;5989;76;5
A173-P170-R6-B9-L4-T14-C0.1;1850;76;6
A173-P170-R6-B9-L4-T14-C0.1;5917;76;6
A173-P170-R6-B9-L4-T14-C0.1;7847;76;6
A173-P170-R6-B9-L4-T14-C0.2;8355;175;6
A173-P170-R6-B9-L4-T14-C0.2;3717;175;6
A173-P170-R6-B9-L4-T14-C0.2;5877;175;6
A173-P170-R6-B9-L4-T14-C0.2;2829;175;6
A173-P170-R6-B9-L4-T14-C0.2;2339;175;6
A173-P170-R6-B9-L4-T14-C0.2;9845;175;6
A173-P170-R6-B9-L4-T14-C0.2;233;175;6
A173-P170-R6-B9-L4-T14-C0.2;4263;175;6
A173-P170-R6-B9-L4-T14-C0.2;2618;175;6
A173-P170-R6-B9-L4-T14-C0.2;9965;175;6
A173-P170-R6-B9-L4-T14-C0.2;1624;175;6
A173-P170-R6-B9-L4-T14-C0.2;5707;175;6
A173-P170-R6-B9-L4-T14-C0.2;2842;175;6
A173-P170-R6-B9-L4-T14-C0.2;130;175;6
A173-P170-R6-B9-L4-T14-C0.2;252;175;6
A173-P170-R6-B9-L4-T14-C0.2;9914;175;6
A173-P170-R6-B9-L4-T14-C0.2;8323;175;6
A173-P170-R6-B9-L4-T14-C0.2;9375;175;6
A173-P170-R6-B9-L4-T14-C0.2;4363;175;6
A173-P170-R6-B9-L4-T14-C0.2;2499;175;6
A173-P170-R6-B9-L4-T14-C0.2;2877;175;6
A173-P170-R6-B9-L4-T14-C0.2;5989;175;6
A173-P170-R6-B9-L4-T14-C0.2;1850;175;6
A173-P170-R6-B9-L4-T14-C0.2;5917;175;6
A173-P170-R6-B9-L4-T14-C0.2;7847;175;6
A173-P170-R6-B9-L4-T14-C0.3;8355;139;6
A173-P170-R6-B9-L4-T14-C0.3;3717;139;6
A173-P170-R6-B9-L4-T14-C0.3;5877;139;6
A173-P170-R6-B9-L4-T14-C0.3;2829;139;6
A173-P170-R6-B9-L4-T14-C0.3;2339;139;6
A173-P170-R6-B9-L4-T14-C0.3;9845;139;6
A173-P170-R6-B9-L4-T14-C0.3;233;139;6
A173-P170-R6-B9-L4-T14-C0.3;4263;140;6
A173-P170-R6-B9-L4-T14-C0.3;2618;139;6
A173-P170-R6-B9-L4-T14-C0.3;9965;139;6
A173-P170-R6-B9-L4-T14-C0.3;1624;139;6
A173-P170-R6-B9-L4-T14-C0.3;5707;139;6
A173-P170-R6-B9-L4-T14-C0.3;2842;139;6
A173-P170-R6-B9-L4-T14-C0.3;130;139;6
A173-P170-R6-B9-L4-T14-C0.3;252;139;6
A173-P170-R6-B9-L4-T14-C0.3;9914;139;6
A173-P170-R6-B9-L4-T14-C0.3;8323;139;6
A173-P170-R6-B9-L4-T14-C0.3;9375;139;6
A173-P170-R6-B9-L4-T14-C0.3;4363;139;6
A173-P170-R6-B9-L4-T14-C0.3;2499;139;5
A173-P170-R6-B9-L4-T14-C0.3;2877;139;5
A173-P170-R6-B9-L4-T14-C0.3;5989;139;5
A173-P170-R6-B9-L4-T14-C0.3;1850;139;5
A173-P170-R6-B9-L4-T14-C0.3;5917;139;5
A173-P170-R6-B9-L4-T14-C0.3;7847;139;5
A173-P170-R7-B6-L5-T14-C0.1;8355;119;8
A173-P170-R7-B6-L5-T14-C0.1;3717;119;8
A173-P170-R7-B6-L5-T14-C0.1;5877;119;8
A173-P170-R7-B6-L5-T14-C0.1;2829;119;8
A173-P170-R7-B6-L5-T14-C0.1;2339;119;8
A173-P170-R7-B6-L5-T14-C0.1;9845;119;8
A173-P170-R7-B6-L5-T14-C0.1;233;119;8
A173-P170-R7-B6-L5-T14-C0.1;4263;119;8
A173-P170-R7-B6-L5-T14-C0.1;2618;119;8
A173-P170-R7-B6-L5-T14-C0.1;9965;119;8
A173-P170-R7-B6-L5-T14-C0.1;1624;119;8
A173-P170-R7-B6-L5-T14-C0.1;5707;119;8
A173-P170-R7-B6-L5-T14-C0.1;2842;119;8
A173-P170-R7-B6-L5-T14-C0.1;130;119;8
A173-P170-R7-B6-L5-T14-C0.1;252;119;8
A173-P170-R7-B6-L5-T14-C0.1;9914;119;8
A173-P170-R7-B6-L5-T14-C0.1;8323;119;8
A173-P170-R7-B6-L5-T14-C0.1;9375;119;8
A173-P170-R7-B6-L5-T14-C0.1;4363;119;8
A173-P170-R7-B6-L5-T14-C0.1;2499;119;8
A173-P170-R7-B6-L5-T14-C0.1;2877;119;8
A173-P170-R7-B6-L5-T14-C0.1;5989;119;8
A173-P170-R7-B6-L5-T14-C0.1;1850;119;8
A173-P170-R7-B6-L5-T14-C0.1;5917;119;8
A173-P170-R7-B6-L5-T14-C0.1;7847;119;8
A173-P170-R7-B6-L5-T14-C0.2;8355;30;8
A173-P170-R7-B6-L5-T14-C0.2;3717;30;8
A173-P170-R7-B6-L5-T14-C0.2;5877;30;8
A173-P170-R7-B6-L5-T14-C0.2;2829;30;8
A173-P170-R7-B6-L5-T14-C0.2;2339;30;9
A173-P170-R7-B6-L5-T14-C0.2;9845;30;8
A173-P170-R7-B6-L5-T14-C0.2;233;30;8
A173-P170-R7-B6-L5-T14-C0.2;4263;30;8
A173-P170-R7-B6-L5-T14-C0.2;2618;30;8
A173-P170-R7-B6-L5-T14-C0.2;9965;30;9
A173-P170-R7-B6-L5-T14-C0.2;1624;30;8
A173-P170-R7-B6-L5-T14-C0.2;5707;30;8
A173-P170-R7-B6-L5-T14-C0.2;2842;30;7
A173-P170-R7-B6-L5-T14-C0.2;130;30;8
A173-P170-R7-B6-L5-T14-C0.2;252;30;9
A173-P170-R7-B6-L5-T14-C0.2;9914;30;7
A173-P170-R7-B6-L5-T14-C0.2;8323;30;8
A173-P170-R7-B6-L5-T14-C0.2;9375;30;8
A173-P170-R7-B6-L5-T14-C0.2;4363;30;8
A173-P170-R7-B6-L5-T14-C0.2;2499;30;8
A173-P170-R7-B6-L5-T14-C0.2;2877;30;9
A173-P170-R7-B6-L5-T14-C0.2;5989;30;9
A173-P170-R7-B6-L5-T14-C0.2;1850;30;8
A173-P170-R7-B6-L5-T14-C0.2;5917;30;7
A173-P170-R7-B6-L5-T14-C0.2;7847;30;8
A173-P170-R7-B6-L5-T14-C0.3;8355;5046;8
A173-P170-R7-B6-L5-T14-C0.3;3717;5044;13
A173-P170-R7-B6-L5-T14-C0.3;5877;5045;12
A173-P170-R7-B6-L5-T14-C0.3;2829;5045;11
A173-P170-R7-B6-L5-T14-C0.3;2339;5043;13
A173-P170-R7-B6-L5-T14-C0.3;9845;5044;8
A173-P170-R7-B6-L5-T14-C0.3;233;5044;10
A173-P170-R7-B6-L5-T14-C0.3;4263;5044;8
A173-P170-R7-B6-L5-T14-C0.3;2618;5044;9
A173-P170-R7-B6-L5-T14-C0.3;9965;5049;9
A173-P170-R7-B6-L5-T14-C0.3;1624;5043;10
A173-P170-R7-B6-L5-T14-C0.3;5707;5043;9
A173-P170-R7-B6-L5-T14-C0.3;2842;5044;8
A173-P170-R7-B6-L5-T14-C0.3;130;5045;8
A173-P170-R7-B6-L5-T14-C0.3;252;5043;9
A173-P170-R7-B6-L5-T14-C0.3;9914;5044;7
A173-P170-R7-B6-L5-T14-C0.3;8323;5045;9
A173-P170-R7-B6-L5-T14-C0.3;9375;5043;8
A173-P170-R7-B6-L5-T14-C0.3;4363;5045;8
A173-P170-R7-B6-L5-T14-C0.3;2499;5044;9
A173-P170-R7-B6-L5-T14-C0.3;2877;5045;8
A173-P170-R7-B6-L5-T14-C0.3;5989;5045;7
A173-P170-R7-B6-L5-T14-C0.3;1850;5046;10
A173-P170-R7-B6-L5-T14-C0.3;5917;5043;8
A173-P170-R7-B6-L5-T14-C0.3;7847;5044;8
A173-P170-R9-B6-L4-T14-C0.1;8355;168;11
A173-P170-R9-B6-L4-T14-C0.1;3717;168;11
A173-P170-R9-B6-L4-T14-C0.1;5877;168;11
A173-P170-R9-B6-L4-T14-C0.1;2829;168;11
A173-P170-R9-B6-L4-T14-C0.1;2339;168;11
A173-P170-R9-B6-L4-T14-C0.1;9845;168;11
A173-P170-R9-B6-L4-T14-C0.1;233;168;11
A173-P170-R9-B6-L4-T14-C0.1;4263;168;11
A173-P170-R9-B6-L4-T14-C0.1;2618;168;15
A173-P170-R9-B6-L4-T14-C0.1;9965;168;11
A173-P170-R9-B6-L4-T14-C0.1;1624;168;12
A173-P170-R9-B6-L4-T14-C0.1;5707;168;12
A173-P170-R9-B6-L4-T14-C0.1;2842;168;12
A173-P170-R9-B6-L4-T14-C0.1;130;168;11
A173-P170-R9-B6-L4-T14-C0.1;252;168;13
A173-P170-R9-B6-L4-T14-C0.1;9914;168;11
A173-P170-R9-B6-L4-T14-C0.1;8323;168;12
A173-P170-R9-B6-L4-T14-C0.1;9375;168;11
A173-P170-R9-B6-L4-T14-C0.1;4363;168;12
A173-P170-R9-B6-L4-T14-C0.1;2499;168;13
A173-P170-R9-B6-L4-T14-C0.1;2877;168;12
A173-P170-R9-B6-L4-T14-C0.1;5989;168;12
A173-P170-R9-B6-L4-T14-C0.1;1850;168;14
A173-P170-R9-B6-L4-T14-C0.1;5917;168;11
A173-P170-R9-B6-L4-T14-C0.1;7847;168;11
A173-P170-R9-B6-L4-T14-C0.2;8355;44;14
A173-P170-R9-B6-L4-T14-C0.2;3717;44;11
A173-P170-R9-B6-L4-T14-C0.2;5877;44;13
A173-P170-R9-B6-L4-T14-C0.2;2829;44;11
A173-P170-R9-B6-L4-T14-C0.2;2339;44;12
A173-P170-R9-B6-L4-T14-C0.2;9845;44;12
A173-P170-R9-B6-L4-T14-C0.2;233;44;11
A173-P170-R9-B6-L4-T14-C0.2;4263;44;13
A173-P170-R9-B6-L4-T14-C0.2;2618;44;12
A173-P170-R9-B6-L4-T14-C0.2;9965;44;11
A173-P170-R9-B6-L4-T14-C0.2;1624;44;13
A173-P170-R9-B6-L4-T14-C0.2;5707;44;12
A173-P170-R9-B6-L4-T14-C0.2;2842;44;10
A173-P170-R9-B6-L4-T14-C0.2;130;44;11
A173-P170-R9-B6-L4-T14-C0.2;252;44;12
A173-P170-R9-B6-L4-T14-C0.2;9914;44;12
A173-P170-R9-B6-L4-T14-C0.2;8323;44;11
A173-P170-R9-B6-L4-T14-C0.2;9375;44;11
A173-P170-R9-B6-L4-T14-C0.2;4363;44;13
A173-P170-R9-B6-L4-T14-C0.2;2499;44;11
A173-P170-R9-B6-L4-T14-C0.2;2877;44;15
A173-P170-R9-B6-L4-T14-C0.2;5989;44;13
A173-P170-R9-B6-L4-T14-C0.2;1850;44;13
A173-P170-R9-B6-L4-T14-C0.2;5917;44;11
A173-P170-R9-B6-L4-T14-C0.2;7847;44;12
A173-P170-R9-B6-L4-T14-C0.3;8355;8072;13
A173-P170-R9-B6-L4-T14-C0.3;3717;12069;13
A173-P170-R9-B6-L4-T14-C0.3;5877;8070;13
A173-P170-R9-B6-L4-T14-C0.3;2829;8069;12
A173-P170-R9-B6-L4-T14-C0.3;2339;8072;12
A173-P170-R9-B6-L4-T14-C0.3;9845;8071;12
A173-P170-R9-B6-L4-T14-C0.3;233;8073;12
A173-P170-R9-B6-L4-T14-C0.3;4263;12070;11
A173-P170-R9-B6-L4-T14-C0.3;2618;8072;11
A173-P170-R9-B6-L4-T14-C0.3;9965;8069;11
A173-P170-R9-B6-L4-T14-C0.3;1624;8073;12
A173-P170-R9-B6-L4-T14-C0.3;5707;8069;12
A173-P170-R9-B6-L4-T14-C0.3;2842;8070;12
A173-P170-R9-B6-L4-T14-C0.3;130;12073;14
A173-P170-R9-B6-L4-T14-C0.3;252;8069;13
A173-P170-R9-B6-L4-T14-C0.3;9914;12069;11
A173-P170-R9-B6-L4-T14-C0.3;8323;8071;12
A173-P170-R9-B6-L4-T14-C0.3;9375;8072;12
A173-P170-R9-B6-L4-T14-C0.3;4363;8069;11
A173-P170-R9-B6-L4-T14-C0.3;2499;8073;12
A173-P170-R9-B6-L4-T14-C0.3;2877;8070;13
A173-P170-R9-B6-L4-T14-C0.3;5989;12072;15
A173-P170-R9-B6-L4-T14-C0.3;1850;8072;11
A173-P170-R9-B6-L4-T14-C0.3;5917;8073;11
A173-P170-R9-B6-L4-T14-C0.3;7847;8071;11
